contest_number,info,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
870,train,"scene: a nursery room 
description: A man and a pregnant woman are standing next to a crib. The man is gesturing towards a mobile hanging above the crib, which has money bags and dollar bills instead of typical baby toys. 
uncanny description: It is unusual to see a baby mobile with money bags and dollar bills instead of toys. 
entities: Crib, Mobile, Parents 
funny caption:","Ah yes. I can tell you're new parents. You still have that ""everything will be okay"" look on your face.","Well, it's a start.","I told my wife we were having a boy. She said no, it's a girl. Then I hung up the phone.",I’m hoping it’s a sign.,I'm not sure what's more terrifying - the fact that it's already hanging there or the fact that it took me this long to notice.,You're not going to find anything more loaded than this.,"I just told my wife she was going to have a boy. She said ""I know"".","First birthday present, first mortgage payment.",It’s not our first rodeo.,"Yes, it's a boy. We figured we might as well start saving for college now."
871,train,"scene: a witch's lair 
description: A witch is standing next to a bubbling cauldron, looking at her smartphone and smiling. There is a potion bottle on the table next to the cauldron. 
uncanny description: It's unusual for a witch to be using a modern smartphone while brewing a potion. 
entities: Witch, Smartphone, Cauldron, Potion 
funny caption:",I’m so glad we moved from “You shall not pass” to “Please unlock my phone”.,Why did the witch go to Amazon? To order a spell check.,"I asked Siri what makes a good spell-checker and she said, ""A witch.""",The last time I checked my spell check was in 1642.,"When you think of a witch in the bathroom with her phone, you assume it's because she has poor spell-check.",The last thing you expect to see in a witch's lair is good Wi-Fi.,I asked the witch what she was doing on Tinder. She said it helps with incantations.,I told him it was love at first sight. He said he knew it was the moment he turned into a frog.,I'm more of a spellchecker now than a sorceress.,"I told him it was a love spell, he said 'well, you put a ring on it.'"
872,train,"scene: a restaurant 
description: Two dinosaurs are sitting at a table, dressed in formal attire, having a meal together. The dinosaur on the left is wearing a suit and tie, while the dinosaur on the right is wearing a dress and jewelry. 
uncanny description: Dinosaurs don't wear clothes or sit at tables to have meals. 
entities: Dinosaurs, Formal_attire 
funny caption:",There’s always one who thinks they’re exempt from evolution.,"There you go again, saying 'they're extinct'.",I think it's safe to say we found the first transdino ,"I asked them what kind of dinner they were having. They said, ""It's called extinction.""",I’m pretty sure we just had a discussion about whether it’s possible for extinct species to come back to life.,I asked my husband if he was comfortable with us going out for dinner with other extinct species. He said we do that every night.,I had no idea they were still alive until I got their dry cleaning bill.,I feel like we should be serving brontosaurus steaks instead of filingt mignon.,I’m impressed. I assumed you’d be extinct by now.,"I know what you're thinking. It's been millions of years since they went extinct, but still...you said 'dinosaurs.'"
873,train,"scene: a doctor's office 
description: A doctor is examining a patient who looks like a giant potato with human features, including a mustache, eyes, and a hat. The patient is sitting on an examination table. 
uncanny description: A potato with human features is not a typical patient. 
entities: Doctor, Potato_patient 
funny caption:",I always suspected there was something under the skin.,The only thing I see when I look at you is dinner.,When you ask your wife if she thinks the doctor believes you're a real person.,I asked the receptionist why we were seeing a potato today. She said it was a 'tuber' in distress.,I told the nurse it was a regular appointment but she said 'we have no record of this man seeing us before.',"Well, you certainly look root-vegetable.","“I’m here for the checkup.” “Yes, you are.”","I told the nurse it was a vegetable. She said it wasn’t a 'vegetarian,' either.",It’s the most common diagnosis. You’re a vegetable.,I’m here for the biopsy results. They came back negative—but positive if you consider ‘potato’ a positive result.
874,train,"scene: a park 
description: A man is walking his dog in a park and encounters an alien holding a rake. In the background, other aliens are raking leaves near a spaceship. 
uncanny description: Aliens raking leaves in a park is an unusual sight. 
entities: Man, Dog, Aliens, Spaceship 
funny caption:",I'm not sure what's more bizarre - seeing you on your phone while crossing the street or seeing you raking leaves from a spaceship.,I moved to Florida because I heard it had fewer potholes than outer space.,I saw it from my window and said to myself 'well that explains the sudden drop in property values'.,It’s the first time I’ve ever seen them do anything natural.,I think it’s safe to say we’re on their planet now.,I'm going to come right out and say it - that was a planet.,I’m not sure what’s more bizarre - me or them.,"I was about to ask, 'How long have you been on Earth?' Then I remembered that we're the ones who built the spaceship.","If you see me with a sign that says ""Earth for Sale,"" don't bother calling home.",It’s amazing what we can accomplish when we stop assuming it’s all about us.
875,train,"scene: lakeside 
description: Two people are standing by a lake, watching a flock of geese flying by. The geese are carrying briefcases and bags in their beaks. 
uncanny description: Geese don't carry briefcases and bags while flying. 
entities: Geese, Briefcases 
funny caption:",I think we just witnessed the greatest migration since Excel spreadsheets moved from Word.,I think we just witnessed the most Canadian thing ever.,I told my wife she was overreacting when I said there were a hundred geese outside. She says we should get down there right now before they file for divorce.,Well that explains all the honking then.,"I told him he was overthinking it. He said ""I work for the government.""","I told my wife I was going to the airport. She said, 'Oh, you're finally leaving.'",I keep telling them it's not a job interview. It's just what they do.,It’s either they’re extremely intelligent or this has been going on for years.,"I told her you were overthinking it. ""I am not overthinking it,"" she said, pointing to the flock of lawyers.",This is the only thing I’ve accomplished since college graduation.
876,train,"scene: a laboratory 
description: Two scientists are observing a mouse in a cage. The mouse is lying on its back with a halo above its head, and there are angelic figures in the background. 
uncanny description: The mouse appears to have a halo and is surrounded by angelic figures, which is not something that happens in real life. 
entities: Scientists, Mouse, Heavenly_vision 
funny caption:","I know what you’re thinking. “How do they get those results?” Well, let’s just say we have access to some pretty powerful mice.","Well, I’m a lab rat.","I was going to say 'this isn't science,' but then I remembered I work for the National Institutes of Mice.",I’m calling it “The Grant.”,I’m sorry but I can’t take you seriously if you keep referring to it as “the God Particle”.,"I told him we were going to be running tests,"" said the lead researcher, ""He asked if we could do them later.",I don’t know what’s going on here but I’m pretty sure we’ve violated several federal regulations.,"I'm not sure how we get this result every time we run the experiment, but it involves pressing a button marked ""Angelic intervention.""","Well, it's been tested on both mice and men.","I told my wife we were moving into a place with a lab, she said ""What happened to your job?"""
877,train,"scene: a social gathering 
description: A group of people are standing together, each looking at their phones. Four of them have emoji heads: a smiley face with sunglasses, a flame, a purple devil, and a peach. The fifth person, in the middle, has a normal human head and looks confused or concerned. 
uncanny description: People don't have emoji heads in real life. 
entities: Emojis, Smartphones 
funny caption:",I think we all know which one is Trump.,I just got hit by a car while texting and driving. ...and lived to tell the story.,I’m starting to think this is less about emotional intelligence and more about texting ability.,It’s either the best or worst first impression you’ll ever make.,It’s hard to read the room when you can only see it through a screen.,"I just got this text from my husband. It said ""I miss you.""",It’s the only time I’ve ever said this—put down your phone and look me in the eyes.,"If you see me on your phone, just put it down and walk away slowly while I explain myself to the security guard.",I’m still figuring out if this is a support group or an AI experiment gone wrong.,I just met someone who doesn't have an emoji head. It was... 
878,train,"scene: a living room 
description: A woman is putting on a giant Christmas stocking as if it were a boot, while a man stands nearby watching. The fireplace is decorated with a wreath and stockings. 
uncanny description: Christmas stockings are not meant to be worn as boots. 
entities: Christmas_stocking, Fireplace 
funny caption:",I just bought this house. It comes with a lot of history...and one very large Christmas stocking.,I'm still not sure what’s more ridiculous—a grown woman standing in front of her husband with a stocking on her head or the fact that we own a fireplace we don’t use.,It’s all very quaint until you realize the only other item in the house that starts with “S” is a staircase,I'm the only one who sees this as an invitation for foot massages.,"I'm sorry, I didn't realize you wanted to go out in public wearing only one shoe.","I'm just here to say, 'I told you we should have gotten slippers.'",It's called 'wearing your heart on your sleeve...and your feet'.,You'd think Amazon would flag that for 'inappropriate use case'.,I don’t think you’ve ever bought a gift that made someone say “I can’t take this off.”,This is the first year I’ve ever bought new socks.
879,train,"scene: the gates of heaven 
description: Three people are standing in front of the gates of heaven, looking up at a skier who is flying through the air. A bearded man, possibly St. Peter, is standing at a podium with a book, observing the scene. 
uncanny description: It is unusual to see a skier flying through the air at the gates of heaven. 
entities: Skier, St  Peter, Heaven 
funny caption:",I think we can all agree that this is an unusual way to go.,"I know it's cliche, but we really did go straight to hell first.",I'm calling it. God doesn't know how to ski.,"I'm not sure if you noticed, but we're all dead.",I’m surprised they let him in wearing all that white.,"I'm not sure how you get on the 'nice list', but I know for a fact that I got off the 'naughty list'.","I’m not sure if we’re allowed to ask questions here, but what does it mean when you say “meet your maker”?",The only thing more impressive than seeing God ,I'm pretty sure there was only one question on that test.,I assumed they all got in on good behavior.
880,train,"scene: therapist's office 
description: A person is lying on a couch in a therapist's office, talking to the therapist. There is a giant clock on the wall behind them. 
uncanny description: The clock is unusually large, taking up most of the wall. 
entities: Therapist, Patient, Clock 
funny caption:",I’m sure it’s just me but this room has been spinning for the last hour and a half.,I told my doctor that I broke the arm in two places. He told me to stop going to those places.,We both know time is running out.,"I started telling my therapist about all the problems with Amazon Prime and she said ""Honey, you need to focus on yourself.""",I’m sorry if this has been asked before but… what time do you think we should end this session?,It’s not a bad first session if you consider that they’re also judging your timekeeping skills.,I told her she was obsessed with time. She said it took me three minutes to get here.,It was actually the hourglass that caught my eye first.,It's actually a minute hand.,I don't know how long we've been here but it feels like we're working through the same issues every hour.
881,train,"scene: a bar 
description: A bartender is serving drinks to three unusual customers: a rock, a piece of paper, and a pair of scissors. Each of the objects has a face and appears to be engaged in conversation with the bartender. 
uncanny description: Inanimate objects like rocks, paper, and scissors don't have faces or go to bars. 
entities: Bartender, Rock, Paper, Scissors 
funny caption:",I think we can all agree that’s a weird set of friends for a pencil case.,The most normal thing you’ll see in this bar tonight is the guy at the counter ordering for his girlfriend,When you realize you're having an existential crisis at a bar order from the menu.,I went to a bar where everything was made out of paperclips. It was great until I got home and realized I had attached myself to my desk.,"I’m not sure what’s more impressive – that you can identify every object in this picture, or that none of them are legal drinking ages.","I was going to order something normal, but then I realized I'm surrounded by abnormals.",I’m not sure what’s more surreal - seeing my speak or hearing your talk about feelings.,"I was going to ask for directions but I figured if you can turn pages, open envelopes and cut through anything, then you can probably give me directions too.",I used to think it was just me but now I know there are other people out there too.,"Next time you complain about a long wait, remember there was once a bartender who served a rock, a piece of paper, and a pair of scissors"
882,train,"scene: a desert 
description: Two cowboys are standing next to their horses in a desert, watching another cowboy who is performing gymnastics on a pommel horse. 
uncanny description: It is unusual to see a cowboy doing gymnastics on a pommel horse in the middle of a desert. 
entities: Cowboys, Pommel_horse, Horses 
funny caption:","I’m not sure which one is more out of place here, me or your wife’s name.",I'm not sure which is more surprising - seeing a lone cowboy do gymnastics on a pommel horse in the middle of a desert or hearing his name is Bradley Cooper,I have no idea how they got here either.,I’m not sure if he's training for his next job or his divorce.,I'm not sure which one is more impressive - the guy jumping through hoops while holding a lasso or the dog that can identify when you say 'heel'.,"I told my wife that I saw a man having sex with a horse in the desert and she said 'That's nothing, I once had sex with a man and his daughter.'","I just want you to know that if we get lost out here, it's not because I fell off my horse.",I'm just going to come right out and say it - this isn't how you get the cattle across the river.,I’m from Texas and I don’t know what you just called me.,The only thing more out of place than that cowboy is my wife's mother.
883,train,"scene: a living room 
description: Two anthropomorphic cats are sitting on a couch watching TV. The TV screen shows a tiger with its paw extended out as if it's reaching out of the screen. 
uncanny description: Cats don't sit on couches like humans and tigers don't reach out of TV screens. 
entities: Anthropomorphic_cats, Television 
funny caption:",It’s not that they can’t tell the difference between us and them. It’s just that we keep telling them we’re different.,"Well, well, well. Looks like we have our own 911 calls.","I'm just going to say it, you should probably stop looking at that tiger.",I just realized we live in an alternate reality where we can understand everything the President says.,I just watched a cat try to order takeout from a phone that was also a rug.,I just realized that we have nothing in common with either of them.,"It's a domestic cat wearing tweed, but I still think you should lock your doors at night.",I think we can all agree that this is the most accurate depiction of how every single one of us spends our time.,You can tell they weren't programmed to be domesticated.,I always knew something was off about our neighbor.
884,train,"scene: a room 
description: A peanut character dressed in a top hat and monocle is standing in a room, facing a large elephant that takes up most of the space. 
uncanny description: A peanut character and an elephant are in a room together, which is an unusual and surreal scenario. 
entities: Peanut_character, Elephant 
funny caption:",It's been a long day.  I just want to get home and take off my shoes.,I’m just here to say ‘I told you she was nuts’.,"I told my wife we were moving into a smaller apartment, she ","If you're looking for the lawyer who represents nuts in court, he's right over there, under the elephant.",It’s the only time I’ve ever been described as both nutty and massive.,"“I’m here to help you with your nutty problems,” said the peanut.",I’m glad we could have this conversation over coffee first.,"I'm not sure if it was the heat or the monocle, but he kept saying things like 'I'll be.'",I’m still trying to figure out who’s more surprised here—the peanut or the reviewer.,It’s not often you get to meet your nutty admirer in person.
885,train,"scene: a snowy field 
description: Two snowmen are in a boxing ring, wearing boxing gloves and facing each other. One snowman has knocked the head off another snowman, which is lying on the ground. 
uncanny description: Snowmen don't box or have boxing gloves. 
entities: Snowmen, Boxing_ring 
funny caption:",It was supposed to be a white wedding but it ended up being a funeral.,"I told him I loved him from afar. He said he loved me too, but I had to be specific.","If you think this is funny now, just wait until we get to the part where the mailman comes by and calls it a ""domestic disturbance"".","I said we were going sledding, not playing Russian Roulette with frozen peasants.",You think it's just me? I have two friends with missing heads.,I told my wife she was drawing snowmen with her eyes closed. She opened them wide.,I’ve been accused of being a little too detailed.,I think we can all agree that this is a very specific and detailed hallucination.,I’m still trying to figure out where we went wrong.,"I told my wife we were going for a walk in the park. She said fine, as long as it wasn't one of those snowmen fights again."
886,train,"scene: a living room with a view of the outdoors 
description: A person is lounging under an umbrella with a drink and fries, while a bird is perched on their hat. Another person is sitting indoors, reading a newspaper. 
uncanny description: It is unusual for a bird to be perched on someone's hat while they are lounging. 
entities: Lounger, Bird, Reader 
funny caption:",I don't know what's more impressive - that you can identify every single object in this picture or that you have nothing better to do than point it all out.,"I was going to say it looked like a still life, but then I realized there were three people in this picture.","I know it seems like nothing right now, but this was actually the day we caught him.",I see you have a few feathers in your cap.,I don’t understand how you do this every day without looking in the mirror first.,I'm fine. I just have a lot of free time on my hands right now.,"I have to say, it was a real page-turner.","I was going to say something about the hat, but it just flew off.","I don't know if it was the weather or the fact that he was wearing tweed, but that one time we met at the park, I swear I saw him speak in parrot.",I prefer it when you don’t point that out.
887,train,"scene: an undefined space 
description: A man is holding a lamp, and a genie in a business suit is emerging from it. The genie appears to be giving advice or instructions. 
uncanny description: Genies are mythical creatures and do not exist in reality, especially not in business suits. 
entities: Genie, Lamp 
funny caption:","Of course he's wearing a tie. He’s a lawyer, not a wish.","I’m sorry, sir, but we’ve already granted you three wishes. You must now choose between two options - a divorce or the truth about your wife's whereabouts last night.","I think we just solved the whole ""genie in a bottle"" issue.","It's not what you wish for, it's how you go about getting it.","I was going to say 'I wish for world peace,' but then again, you're the one who granted Trump the presidency.",Why did the lawyer become a genie? He heard they had great cases.,"I told him he could have three wishes. He said no thanks, just give me one good idea before noon and I'll call you back.","Of course you can wish for anything you want, we're just going to charge you an arm and a leg for it.","I'm just here for the wish fulfillment, but you keep talking about synergy and leveraging assets.",I'm not sure what else you need me to clarify here.
888,train,"scene: a desert 
description: Two cacti are standing in a desert. One cactus is smooth and has a sad expression, while the other cactus is covered in spines and looks concerned. 
uncanny description: Cacti don't have facial expressions or emotions. 
entities: Cactus, Desert 
funny caption:","I told her she looked prickly. She said thanks, I needed to hear it.",I think you both know who I voted for.,It was actually the last thing on my mind when I got hit by a car.,I just said we were going on a road trip.,"I told my wife we were moving to Arizona. She said no, she doesn't go anywhere without her mother.",I just spent three hours talking to a lawyer about how much my ex-husband can water our children.,I told him he looked prickly.,"If you want to know how I felt after hearing that he cheated on me with a succulent, well...you just asked.","I told my wife I loved her from every direction. She turned around and said, 'Well then, you just missed the point entirely.'","I know it doesn’t look like it, but one of those cacti actually calls his mom every week."
889,train,"scene: ancient stone structure 
description: A bearded man holding a staff is standing in front of a stone structure with an open door. Two large fish are lying on the steps leading to the door. 
uncanny description: Fish are not typically found lying on steps in front of a stone structure. 
entities: Bearded_man, Fish 
funny caption:",It’s pronounced “misplaced”.,"The last time I checked, we weren't supposed to leave the keys under the doormat.",It’s actually quite a common misconception that you need to speak Latin to understand hieroglyphics.,I'm starting to think this isn't just a picture.,I'm here to complain about the parking.,I'm still trying to figure out where you were when we called last.,I think it’s safe to say we caught him off guard.,“I’m calling it ‘the testamentary’. I was just here yesterday for my will.”,I'm here for the tour guide job interview. I have experience handling aggressive schools of thought.,What do you mean there’s no explanation for this?
543,test,"scene: a living room 
description: A large elephant is standing in the middle of a living room. Two people are sitting on chairs, seemingly ignoring the elephant. 
uncanny description: It is highly unusual to have an elephant inside a living room. 
entities: Elephant, People 
funny caption:",I told my wife she was drawing her curtains too wide. She said it’s none of your business.,Well you've certainly trumpeted your arrival.,"I told my wife we were getting a couch. She said ""we already have one.""","If you notice the elephant, we're having trouble with the plumbing too.","I'm pretty sure we were having a conversation about Trump, but then we got distracted by the elephant in the room.","Well, it’s been a long day and we all agreed on one thing - get that damn elephant out of here.",I told my wife we were moving into a bigger apartment. She said it was about time.,I was going to say something about how big the sofa looked until you walked in with that.,I just told my wife we need new wallpaper. She said it would be better if we moved the furniture first.,"I'm sorry, but you can't come over until we get rid of that elephant."
544,test,"scene: an office environment 
description: Two men are standing and talking to each other. On top of their heads, there are miniature office workers sitting at desks, working on computers. 
uncanny description: It is unusual to have miniature office workers on top of people's heads. 
entities: Office_workers, Heads 
funny caption:",I still don't know what my boss sees when he looks at me.,"I asked her if she had a headache and she said yes, but that was before we started working from home.","I swear, it was just a meeting.","I don’t know what’s going on here, but it looks like we’re in charge.","I don’t think it’s appropriate for me to be here right now, sir. My head is in the wrong place entirely.",I think it speaks for itself. They had a meeting last week where they were two inches taller than everyone else.,I just got promoted. They moved me from the mail room to management.,"I swear if you call me Bob again, I'm going to take my head off the desk.","I know it looks like I work in a cubicle filled with heads, but actually I work from home.",I’m starting to realize why they call it a brainstorming session.
548,test,"scene: a rural road 
description: A police officer has pulled over a futuristic rocket car on a rural road. The driver is sitting in the rocket car while the officer stands beside it, writing a ticket. 
uncanny description: Rocket cars are not typically seen on rural roads and are not usually pulled over by regular police. 
entities: Police_officer, Rocket_car 
funny caption:","I know what you're thinking,"" said John to his wife as he handed her the ticket. ""He stopped me for going 60 in a 45.""","The cop says ""It's a good thing we have no idea what you're doing here."" The driver replies ""That's exactly why we do.""",I knew I shouldn't have driven like a rocket scientist.,"I’m sure there’s an explanation for why you were driving a rocket car on a dirt road at midnight, but I think we both know it starts with “I was having an affair”.",I got stopped for going the speed of light.,I keep telling them I'm from 2075 but they just give me a speeding ticket.,"I'm sorry officer, but I think you may have confused us with a time machine. We were actually just going back to pick up our lawyer.","I'm sorry officer, but I was just following the GPS.","I told him we were going to Mars tomorrow, he said it was against traffic law",I'm glad we caught him now. If he had another mile under his belt...he would have been in space.
553,test,"scene: a post-apocalyptic landscape 
description: Two people are sitting on rocks in the middle of a post-apocalyptic landscape. They appear to be having a casual conversation despite the destruction around them. 
uncanny description: It's unusual for people to have a casual conversation in the middle of a devastated, smoking wasteland. 
entities: People, Destruction 
funny caption:",I told her we were going for a drive and she said OK.,"I told him I wanted to see the end of the world,"" said John. ""He said okay, let me get my coat.",I'm not sure if we survived or if we just kept dying and coming back as different personalities.,"I told him I could never do this again,"" says the other guy, pointing at the ruins behind them. ""He said he understood.","I like to think we saved the world, one small talk session at a time.",I guess you could say we met under less than ideal circumstances.,I think we can all agree that it's a good thing no one else survived.,I still don't understand why we're talking about the weather.,I just moved here from New York. You said it was quiet.,I feel like we should be running away right now. 
568,test,"scene: a social gathering 
description: A woman is holding a glass and talking to two people who are tied up and standing in buckets. The scene appears to be at a social gathering. 
uncanny description: It is unusual for people to be tied up and standing in buckets at a social event. 
entities: People, Buckets, Rope 
funny caption:",I’m going to call it a “fetishistical” gathering from now on.,"I'm sorry, but I don't think we can proceed with the wine tasting until you're untied from that bucket.",I'm not sure what the theme was but it certainly got me out of my comfort zone.,I was about to ask where you found your lovely accent but then I saw the rope.,I guess you could say it was a tie-dye party.,I told my husband he was the only one in the room with his hands free.,I assume it was an icebreaker.,I’ll give you ten bucks if you can get free from that bucket without mentioning Trump.,"I was going to ask if you needed any help, but I assumed it would take too long to untie you.",I’m not sure how this became the icebreaker of the party.
575,test,"scene: a grassy field 
description: Two ancient warriors on horseback are leading a procession of modern businessmen carrying briefcases through a grassy landscape. 
uncanny description: It is unusual to see ancient warriors leading a group of modern businessmen. 
entities: Ancient_warriors, Businessmen 
funny caption:",I'm sure there's an app for that.,I'm assuming the only thing these two have in common is that they both carry something with the word 'brief' in it.,I'm not sure if we should be following the swords or the resumes.,You'd think they could afford better suits of armor.,I don't think they understood the word 'briefcase.' They thought it meant 'armor.',"I'm not sure which side they were on, but I know which side their bill was from.",I think it's safe to say we have no idea what they're doing either.,I guess it's one way to say we closed the deal in ancient times.,I assumed it was a hostile takeover but then again they could have just emailed it.,"If you think that's an unlikely pair, just try explaining your job to either one of them."
576,test,"scene: a park or garden 
description: A woman is standing in front of a tree. Hanging from one of the branches is a cocoon with a human face emerging from it. 
uncanny description: Cocoons do not have human faces emerging from them. 
entities: Woman, Tree, Cocoon 
funny caption:",Well that's one way to grow old gracefully.,It's actually pretty rare to see a mother-in-law emerge from a cocoon.,I'm here to remind you that you are also a cocoon.,"Actually, you'd be surprised how many people walk by and don't even notice.",It’s like I said--it was a 95% chance she would end up here.,"I'm dating a guy who works in entomology. It's great because every time we meet up, he tells me something that makes me want to die.","Oh, I see you're having an existential crisis. Let me help you unravel that.",The only thing scarier than an ex-boyfriend is an ex-boyfriend covered in spiderwebs,It's actually a reverse zipper. You pull on the bag and the pants slide down.,"I just met someone who said they were born in a cocoon. And I thought, well, technically so am I."
578,test,"scene: a restaurant 
description: A couple is having a quiet dinner at a restaurant. Suddenly, a waiter rushes in with a pizza, followed by a crowd of paparazzi taking photos. 
uncanny description: It's unusual for paparazzi to follow a waiter into a restaurant. 
entities: Couple, Waiter, Paparazzi 
funny caption:",I’m starting to think that the only thing more unpredictable than a politician’s schedule is a delivery boy’s tip.,I feel like we just got caught cheating on our dietician.,I guess you could say we were caught off guard.,"Well, that escalated quickly from 'Can I get the check?'",I always thought it was the other way around.,"If you see me with an apron on and a pizza in hand, I'm not actually working.",I hate it when you turn around and there's a flashbulb right where your nose used to be.,I think it was the salad dressing that gave them away.,I just got served by my ex.,I think we just got our first five-star Yelp review.
579,test,"scene: a living room 
description: Two people are sitting on separate couches, facing each other. Between them, a cat is lounging on a throne, wearing a crown and a royal robe. 
uncanny description: It is unusual for a cat to be treated like royalty and sit on a throne with a crown. 
entities: Cat, Throne 
funny caption:",No one told me I'd end up ruling from under a coffee table.,I'm still trying to figure out what we did wrong.,"I'm not sure if you've noticed, but we have a queen in the house. And by ""we,"" I mean me, your computer.","I'm not sure what you're asking, but I do know we have a 9-pound king.",I'm not sure how we got here from 'I found a stray on the porch',"Yes, yes. The queen died. But it took us three days to find out.",I'm not sure what the queen said when she found out her subjects were speaking in emojis.,I just came in here and started talking to the cat. My wife said it's been years since we last had sex.,This is the only place where you can say 'I rule from here' and not sound delusional.,The only thing more regal than his demeanor is the price tag on that cat litter box.
590,test,"scene: a prehistoric cave 
description: A dinosaur is drawing cave paintings on the wall while two cavemen watch from the entrance of the cave. 
uncanny description: Dinosaurs and humans did not coexist, and dinosaurs did not create cave paintings. 
entities: Dinosaur, Cavemen, Cave_paintings 
funny caption:",I'm still trying to figure out why we keep telling people we saw a 'dino' in our bathroom.,I’m more surprised you found a pencil than you are that we found fossils in your apartment complex parking lot.,"I’m sorry, but it’s against the law to describe a non-existent event as if it’s real.","The last time I said ""I have no idea how we got here"" was three hours ago when I found out we were in a room with thousands of year-old drawings by extinct animals",It’s actually quite impressive for something that shouldn’t exist anymore.,I’m just here for the T-Rex selfie.,"I'm going to need some more evidence than ""I saw it with my own eyes.""","I'm not saying it's impossible that a 60-foot long lizard with feathers and claws could draw better than me, but...",It's actually really impressive for something that was extinct before Facebook was even invented.,I'm going to tell you what I see. You're going to tell me it's a T-Rex.
600,test,"scene: a spaceship 
description: Three aliens are standing in a spaceship, looking at a dog that is sitting in the middle of the room. The spaceship has large windows showing outer space. 
uncanny description: Aliens and dogs don't usually interact in a spaceship. 
entities: Aliens, Dog 
funny caption:",We were going to experiment with them but they all started speaking fluent English.,"If you're going to have sex with an alien, at least make sure it's not in front of a dog.","I was going to tell you they were friendly aliens, but I think we can all agree on ""friendly"" now.",I know what you're thinking. How do they get it out?,What do you call it when an alien visits your vet? An extraterrestrial examination.,"I told him it was a hostile takeover. He said 'well then, you should have brought treats'.",I think we should go back to earth now. I think there might be some sort of misunderstanding.,I knew they were coming back for something.,There you go. I just moved into my first apartment with three strangers from outer space.,I think we can all agree on one thing - this planet is going to hell in a handbag.
603,test,"scene: a mountain ledge 
description: A hiker has climbed up a mountain and is looking at a wise man sitting on a ledge. In the background, there are people sitting at tables as if they are in a restaurant. 
uncanny description: It's unusual to see a restaurant setup on a mountain ledge. 
entities: Hiker, Wise_man, Diners 
funny caption:","I asked my GPS where to find the nearest spiritual retreat. It said ""I can take you there,"" but it cost me $15 for directions.","I told my wife we were going for a walk in the mountains. She said okay, let me finish this chapter first.",I actually got.,I think we all know what the special is.,I always assumed you had to be pretty high to get here.,I was thinking about how remote this place is when I realized my phone works perfectly fine here.,I told my wife we were going on a hike. She said we should go to one of those restaurants where you can sit outside.,I was just here for a view. Next thing I know I'm getting a tablecloth and silverware.,I'm always here when you hit rock bottom.,I think it’s safe to say that we’ve reached new heights in fine dining.
604,test,"scene: a cave 
description: A caveman is painting a picture of a mammoth on the wall of a cave. A real mammoth is standing nearby, watching him. 
uncanny description: The mammoth seems to be observing the caveman's artwork as if it understands. 
entities: Caveman, Mammoth, Cave_painting 
funny caption:",I told my wife I was going out for some cave time. She where?,I guess you could say he has a bison-ality test coming up.,I think you just impressed your wife by telling her you could hunt down dinner and bring it home for you both to eat.,"I said we were going for a drive. He said ""Okay,"" grabbed his keys and headed out the door.",I told my wife I was going to draw a mammoth in the bathroom. She said that would take all day.,I’m not sure who’s more impressed with this drawing—the caveman or his lawyer when he gets sued by an actual mammoth.,You know what else has three toes? Donald Trump.,"I told her I was an artist,"" said the mammoth, ""she laughed so hard she fell over.",I didn't think you could get that many likes in a prehistoric setting.,I asked him what he thought of it. He said 'mammoth'.
615,test,"scene: a dock 
description: Two men are sitting on a dock, fishing. One of them has caught a chandelier with his fishing rod. 
uncanny description: It is highly unusual to catch a chandelier while fishing. 
entities: Fishermen, Chandelier 
funny caption:",I know it's been three hours since we last spoke but you still owe me fifty cents for that bobber.,"If you find us in the middle of the lake, with nothing but a chandelier and an old rowboat, don't worry. We've been there since the divorce.","I'm not sure if it was the most creative way to hang yourself, but it certainly wasn't the least.",I’m not sure which one is more surprised—the man who catches a chandelier or the man who lets it go.,"I always thought it was a metaphor, but now I know what you mean when you say 'they hung around'.",I'm just here for the lighting.,I'm calling it a fluke.,I told him it was an antique dealer's wet dream but he said that explains why we keep pulling in stuff from the 1920s.,I assume we're in the 'antiques room'.,"I told him he could go home and hang it up. He said no, that's the point."
617,test,"scene: hell 
description: A group of people are standing in front of a television that is showing flames. A devil-like figure with a trident is standing nearby, overseeing the scene. 
uncanny description: People in hell are watching a TV showing flames, which is an unusual form of punishment. 
entities: People, Devil, Television 
funny caption:","If you think this is bad, try going to heaven and telling them it wasn't your fault.",Hell has cable now?,I'm starting to think I ended up here because I kept clicking on ads for Hell ,"I'm not sure what Hell's cable company is like, but I imagine it's always on fire.",Hell has cable now?,It’s actually kind of comforting to know that everyone goes through this.,You'd think they could afford better cable.,"I'm not sure how you end up in hell watching a TV, but I can tell you I ended up here reading this review.","""I know you're dead,"" said Bob to his wife as they watched their house burn down on TV.",You think you're bad? I watched cable for three days straight once.
