contest_number,image,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
664,664.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a courtroom 
description: A judge is leaning over his bench, speaking to a lawyer who is standing in front of him. The lawyer is dressed in modern attire, while the person in the witness stand is dressed in an old-fashioned tuxedo with a top hat and holding a cane. 
uncanny description: It is unusual for someone to be dressed in such old-fashioned attire in a modern courtroom. 
entities: Judge, Lawyer, Witness 
Generate a funny caption for the image: [/INST]","your time travel device accidentally sets you in the wrong century.""","you realize your smartphone's outdated in the 'oldest tech in the courtroom' contest.""","your legal strategy involves time travel.""","your time machine breaks down in the middle of court.""","you accidentally dial into a time travel trial.""","your lawyer's modern-day strategy clashes with your vintage sense of justice.""","case of the time-traveling aristocrat!""","case of the time-traveling tuxedo witness.""","the time machine breaks down on your way to work.""","you realize 'dressing like it's still prohibition' isn't a valid legal defense."""
666,666.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: therapist's office 
description: A man is lying on a red couch shaped like lips, talking to a therapist who is sitting in a chair and taking notes. 
uncanny description: The couch is unusually shaped like a pair of lips, which is not typical for a therapist's office. 
entities: Patient, Therapist, Lip-shaped_couch 
Generate a funny caption for the image: [/INST]","your patient confides they have a secret crush—on lipstick.""","your patient tries to 'kiss and tell'""","your subconscious finally spills the beans.""","your therapy sessions become a fashion statement.""","your patient reveals they have a unique 'oral fixation'.""","patient's subconscious must have been feeling a bit 'lippy' lately.""","your patient insists their 'lips' are always open...""","your patient insists they 'just need a different perspective.'""","akes a lot to pucker up and face your inner lip-isms.""","your patient confides that they have been 'feeling a little lippy lately'..."""
669,669.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a nursery 
description: A baby is standing in a crib with a microphone in front of it. The parents are standing at the door, looking at the baby with pride. 
uncanny description: Babies don't usually have microphones in their cribs. 
entities: Baby, Parents, Microphone 
Generate a funny caption for the image: [/INST]","your baby's first words sound like a stand-up comedy routine.""","your child's first words sound like they're hosting a late-night talk show.""","your kid decides to take center stage before bedtime.""","your baby's first words leave you speechless.""","your baby becomes the next big podcast sensation before they even know how to say 'hello.'""","your baby starts its own podcast before bedtime.""","your baby's first words sound like they're running for office.""","your baby becomes a star before they can even crawl!""","your baby starts performing stand-up comedy before bedtime.""","s like our little one has found the perfect platform to launch a stand-up comedy career!"""
671,671.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: prehistoric landscape 
description: Two woolly mammoths are standing next to each other. One mammoth has several cavemen on its back, who appear to be attacking it with spears. 
uncanny description: Cavemen did not typically ride or attack mammoths in this manner. 
entities: Woolly_mammoths, Cavemen 
Generate a funny caption for the image: [/INST]","your ride gets a little 'wild' at the safari park.""","your significant other asks if you're ready to take the plunge, but you've been taking the scenic route instead.""","your best friend accidentally invites his ex and their new BFF.""","your significant elephant refuses to share the spotlight.""","the caveman wanted his morning coffee, he just rode on the back of the nearest mammoth.""","your carpool buddy decides they're the 'mammoth driver'.""","you're trying to take a peaceful stroll through the stone age and suddenly become a chariot.""","your coworkers forget their rideshare again.""","your friend says 'I'll catch the next ride,' and you take it literally.""","your friend says they're 'totally fine' and then you find them being used as a mountaintop war chariot."""
672,672.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a doctor's office 
description: A man is sitting in a doctor's office. The doctor, who has the head of a rat, is handing the man a prescription. 
uncanny description: The doctor has the head of a rat, which is not possible in real life. 
entities: Doctor, Patient, Rat_head 
Generate a funny caption for the image: [/INST]","your cold becomes so bad, even the doc needs to prescribe herbicide!""","cription for 'Rodentia Rising'"" - signed by Doc Mouse""","your insurance doesn't cover 'rodent rejuvenation therapy'""","your cold just won't quit.""","cription for 'Rodentia Anxietum': Treatment includes regular checkups at this clinic.""","your cold turns out to be a literal rat race.""","your cold is so bad, it needs a specialist.""","your cold is so bad, it warrants a special 'prescription' from Dr. Rodentia!""","your cold just won't quit, it's time for a 'rat'ing."" This caption plays on the word 'rating,' while also incorporating the unusual feature of the doctor having a rat's head.","your insurance doesn't cover rodent-headed physicians."""
676,676.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: outside a cave 
description: A caveman is grilling an enormous piece of meat on a small barbecue grill outside a cave. A cavewoman and three children are watching him from the entrance of the cave. 
uncanny description: The size of the meat is disproportionately large compared to the grill and the caveman. 
entities: Caveman, Grill, Meat 
Generate a funny caption for the image: [/INST]","your 'small' camping trip turns into a prehistoric feast.""","you're trying to impress the family but your 'small' grill isn't so small after all.""","your dinner guest brings something big enough to feed the entire clan.""","the cave's survival challenge was 'Grill That Whole Mammoth'""","your family expects you to cook something as big as the dinosaur they found in the cave.""","you're trying to impress your prehistoric neighbors with your culinary skills.""","you promised your family a feast, but all they gave you was a tiny grill.""","your 'small' barbecue grill becomes a culinary spectacle.""","'backyard barbecue' takes on a whole new meaning!""","caveman's new cooking method: 'Big enough to feed the whole tribe...and still have leftovers!'"""
677,677.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a kitchen 
description: A man is sleepwalking towards a refrigerator in a kitchen. A cat is sitting on the counter, and its eyes are shining bright beams of light. 
uncanny description: Cats' eyes do not emit beams of light like flashlights. 
entities: Sleepwalker, Cat 
Generate a funny caption for the image: [/INST]","your late-night snack becomes a feline superhero.""","your midnight snack seems to be calling out from the fridge.""","your midnight snack comes back to haunt you.""","your midnight snack needs a spotlight.""","your late-night snack seems more interested in exploring the galaxy than your fridge.""","you realize your late-night snack is just 'the cheese that stands alone'.""","your morning coffee is so strong it needs to be served by a sleepwalking barista—and the cat's got its own brew.""","your late night snack comes with its own personal spotlight.""","your late-night snack dreams become reality—but also a superhero sidekick.""","your late-night snack plans have been discovered by the feline superhero."""
682,682.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a tree-lined street 
description: Two autumn leaves with faces are hanging from a tree branch, looking down at the ground covered with fallen leaves. One leaf looks surprised while the other looks sad. 
uncanny description: Leaves don't have faces or emotions. 
entities: Leaves, Tree, Street 
Generate a funny caption for the image: [/INST]","mn's Sibling Rivalry: When Maple decides it wants all the colorful attention.""","you realize your best friend just moved away without telling you.""","leaves were having a quiet conversation about the joys of being single until they noticed their reflections on the sidewalk.""","your best friend shows up with their new significant leaf.""","you realize it's been 'fall' for weeks now.""","leaves are just trying to keep their 'fallen' spirits up!""","your favorite sweater gets buried under fall foliage.""","autumn realizes it's time for pumpkin spice lattes again.""","you realize your summer vacation plans went out the window faster than those leaves.""","r fall foliage was supposed to bring them joy—not a case of 'leaf envy!'"""
684,684.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a meeting room 
description: A man in a suit is standing at the head of a table in a meeting room. Seated around the table are various monsters and aliens, each with unique and bizarre features. 
uncanny description: It is unusual to see a human conducting a meeting with monsters and aliens. 
entities: Human, Monsters, Aliens 
Generate a funny caption for the image: [/INST]","your team building exercise gets a little... out of this world.""","your team's performance review goes sideways faster than your latest app update.""","your office 'diversity' program takes on a whole new meaning.""","your company's diversity policy gets a little... out of this world.""","your team's diversity goes from 'multicultural' to 'intergalactic.'""","your company's mascot turns out to have a real head for business.""","your boss calls a 'team building' meeting, and you realize it's going to be a long afternoon.""","your team meeting becomes a literal intergalactic affair.""","your boss announces a new 'team-building' exercise.""","your boss suddenly announces 'we're going green' and you're the HR rep."""
690,690.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an elevator lobby 
description: An astronaut is standing inside an elevator, and a doorman is looking at him with surprise as the elevator doors open. 
uncanny description: It is unusual to see an astronaut in full gear inside an elevator. 
entities: Astronaut, Doorman 
Generate a funny caption for the image: [/INST]","your next-door neighbor's career choice comes as a shock.""","your delivery service comes with a space suit.""","you realize your uniform's not just for space travel.""","your space mission takes an unexpected turn.""","your intergalactic flight plan includes a layover in suburbia.""","your delivery of intergalactic mail gets lost in transit.""","your spaceship lands on top of the penthouse suite...""","your interstellar neighbor drops by for a friendly 'hello'.""","your 'space' job suddenly becomes 'grounded'.""","your morning commute becomes an intergalactic adventure."""
694,694.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: outside a house in winter 
description: A person is shoveling snow while another person stands behind them playing a guitar. They are both dressed warmly for winter. 
uncanny description: It is unusual for someone to play a guitar while another person shovels snow. 
entities: Snow_shoveler, Guitarist 
Generate a funny caption for the image: [/INST]","your serenade gets interrupted by the symphony of shoveling.""","you're stuck in a snowy jam, serenade your way out!""","ing through the snowstorm like it's just another sunny day.""","you're trying to dig out from under a musical avalanche.""","never too cold to rock out—even when it comes to clearing your driveway!""","you're trying to clear your driveway, but can't stop strumming because the rhythm of the falling snow just feels right.""","your bandmate's commitment to their craft is so strong it doesn't even notice when you're freezing your fingers off!""","you realize your band's first gig is at a snowball fight.""","you realize your bandmate isn't quite as dedicated to clearing the driveway as you thought.""","your bandmate refuses to let the weather stop their performance!"""
699,699.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a therapist's office 
description: A therapist is sitting in a chair taking notes while three patients lie on stacked couches, one on top of the other. 
uncanny description: It is unusual and impractical to have three patients lying on stacked couches during a therapy session. 
entities: Therapist, Patients, Stacked_couches 
Generate a funny caption for the image: [/INST]","your couch becomes your co-therapist.""","you realize your therapist is conducting a 'stacked couch marathon'""","your 'grounding exercise' goes viral.""","your insurance only covers half an hour of talk therapy.""","you've run out of couch space and need to 'stack it high' to accommodate your clients.""","your therapy sessions get a little too...stacked.""","the waiting room gets busy, we just keep stacking the couch!""","your dream house isn't enough, you start building them vertically.""","your schedule gets so busy, even relaxation becomes a multi-level experience.""","your therapist says 'Let's delve deeper,' they mean it literally."""
710,710.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an outdoor setting 
description: Two people are observing a bird's nest with binoculars. In the nest, there is a bird wearing a hat and playing a guitar with a microphone in front of it. 
uncanny description: Birds don't wear hats or play guitars. 
entities: Birdwatchers, Musical_bird 
Generate a funny caption for the image: [/INST]","you realize your favorite songbird was just trying to impress its mate with a serenade.""","s just wanna rock out without being disturbed—looks like we found one who's taken his talent to the next level!""","the audience starts to feel like feathers...""","you thought 'bird watching' couldn't get more rock 'n roll.""","you find out your favorite 'indie folk' band is just a pair of nesting birds with a taste for vintage tweed.""","nature plays its tune, even birds need their own rockstar status.""","you realize your favorite musician is just a feathered rockstar living in your backyard.""","the birds start performing at their own nests, it's time to retire from your day job.""","avian rockstars serenade from their penthouse perch.""","you finally spot 'The Flying Penguini Orchestra'"""
713,713.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an auto repair shop 
description: A mechanic is talking to a clown while several clowns are packed tightly inside the car's engine compartment. The car is in a garage with another car on a lift in the background. 
uncanny description: Clowns should not be inside the engine compartment of a car. 
entities: Clowns, Mechanic, Car 
Generate a funny caption for the image: [/INST]","your circus-themed road trip takes a literal turn into mechanical chaos!""","'clown around' takes on a literal meaning.""","your clown car needs a tune-up!""","you ask the clowns why they're always laughing, this is what they show you!""","your clown car suddenly breaks down - 'Well, this just clowned around!'""","your 'clown car' literally becomes a clown car.""","you realize the circus came early for your routine oil change.""","you're trying to save money on repairs but end up with more than you bargained for.""","trying to figure out why the laughter from under the hood just won't stop.""","own convention just got a little more 'comical'!"""
724,724.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a bookstore 
description: People are lined up to meet an author at a book signing event. One of the individuals in line is a large, spiky dinosaur holding a book. 
uncanny description: Dinosaurs are extinct and wouldn't be attending a book signing event. 
entities: Dinosaur, Author, Book_signing 
Generate a funny caption for the image: [/INST]","saurs need a good read too—just like us!""","the dinosaur was your only fan club member before Jurassic Park came out.""","you realize 'dino lit' was a genre all along!""","Jurassic Park meets Literary Fiction.""","saurs, apparently, have great taste in literature - they just wish it didn't require time travel!""","your local bookstore starts serving Jurassic Park fan fiction.""","your bestselling novel sends you a dino-sized fan!""","-liters: When even prehistoric creatures want a signed copy!""","you realize your favorite childhood character just got tenure!""","the publisher accidentally sends the wrong 'jurassic' park guest to your book signing."""
731,731.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a therapy room 
description: A person is sitting in a chair taking notes while another person is digging a hole in the floor with a shovel. The room has a bed and a window with plants on the sill. 
uncanny description: It is unusual for someone to dig a hole in the floor during a therapy session. 
entities: Therapist, Patient, Shovel 
Generate a funny caption for the image: [/INST]","your patient's 'deep breathing exercises' take on a whole new meaning.""","se me, Doctor, but I seem to have buried my issues deep within this floor.""","your 'bad day' involves a shovel and a therapist's puzzled expression.""","your patient reveals they've been hiding their deep-seated issues under the rug...""","oring their 'deep' issues""","ing deeper into their subconscious - one shovelful at a time.""","your patient's emotional baggage runs deep.""","your patient brings their own 'therapeutic' tools.""","ing deep into their past... literally.""","ing deep into their past... literally!"""
744,744.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a plain background 
description: Two dogs are facing each other, both wearing cone collars. One dog has the cone around its neck, while the other dog has the cone around its midsection. 
uncanny description: It is unusual for a dog to wear a cone collar around its midsection instead of its neck. 
entities: Dogs, Cones 
Generate a funny caption for the image: [/INST]","one cone is simply not enough."" This caption plays on the fact that it's odd to see a dog with a cone collar around its midsection, implying that the first dog needed extra protection or healing from their injury. It adds a humorous twist by suggesting that the second dog might have been jealous or wanted extra attention by also needing a cone collar.","your best friend takes 'twinning' to a whole new level.""","se of mistaken identity leads to an unexpected 'head' to head""","one cone isn't enough, it's time for a double dose!""","one 'cone' isn't enough - The evolution of pet fashion."" This caption plays on the unexpected use of cones and sparks curiosity about why these two dogs have their cones positioned differently than usual. It also suggests that the world of pet accessories is continually changing and expanding.","one cone isn't enough, go for two!""","one conference call isn't enough."" This caption plays on the idea that dogs sometimes have to wear cone collars to recover from surgery or injury, and it's humorous to imagine them participating in a video call like humans do during the pandemic. The fact that one dog has the cone around its midsection adds a layer of absurdity and humor to the scene, making it seem like they're trying to make sense of their situation by dressing up in human attire for the 'conference call.'","you realize your best friend is wearing a party hat.""","one dog's ego refuses to accept the other's new look.""","one dog's pride is injured, the other dog puts on a protective barrier—but not where you would expect it."""
747,747.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: backyard 
description: Two people are sitting outside on chairs, looking up at a man who is hanging upside down from a fence. 
uncanny description: It is unusual for someone to be hanging upside down from a fence in a backyard. 
entities: People, Fence 
Generate a funny caption for the image: [/INST]","w kind of swing set takes playtime to new heights.""","your neighbor's DIY project goes awry...and they still haven't realized it.""","your neighbor's DIY home improvement project goes hilariously wrong.""","your friend says they have 'high' expectations for your barbecue skills.""","needs an acrobat show when you have your neighbor swinging by?""","you promised your kids a thrilling ride on the swingset but ended up doing all the work yourself.""","your neighbor's DIY project goes awry.""","needs a swing set when you have a daredevil neighbor?""","hborhood watch just got an upgrade!""","you forget your keys and realize Dad's 'secret hiding spot' was just his odd way of drying laundry."""
751,751.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a city street 
description: People are walking around a city, each enclosed in their own transparent bubble. Even a dog is in its own bubble. 
uncanny description: People and animals don't walk around in individual bubbles. 
entities: People, Bubbles, Dog 
Generate a funny caption for the image: [/INST]","your social life needs a quarantine upgrade.""","your morning commute feels like a personal space bubble just got poppier.""","your social life needs a little air circulation.""","social distancing meets the 'New Yorker' style!""","le Pop City""","your social anxiety meets a pandemic.""","your social anxiety is taken literally.""","your commute just got a whole lot more private.""","your social circle gets a little 'bubbled up'.""","your social distancing game is on point, even Fido gets his own personal space."""
752,752.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a street or sidewalk 
description: Two people are walking while surrounded by anthropomorphic books. The books have faces and limbs, and they appear to be interacting with the people. 
uncanny description: Books don't have faces and limbs, and they don't interact with people like this. 
entities: People, Books 
Generate a funny caption for the image: [/INST]","your book club gets a little too literal.""","the local bookstore comes alive and decides to join your morning walk.""","the book club takes on a life of its own.""","your book club takes on a life of its own!""","the book club becomes sentient.""","your book club gets a little out of hand.""","your local bookstore decides to join you on a walk—and it sounds just like your eccentric uncle.""","your book club gets a little too life-sized.""","literature comes alive, and the author is nowhere to be found.""","your book club gets a little too... literal."""
758,758.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a city sidewalk 
description: People are walking down a sidewalk in front of a building. One person is sitting at a desk on the sidewalk, conducting business as if they were in an office. A person in a bathrobe is standing in the doorway of the building, observing the scene. 
uncanny description: It is unusual to see someone conducting business at a desk on a sidewalk. 
entities: Pedestrians, Desk, Person_in_bathrobe 
Generate a funny caption for the image: [/INST]","your boss says 'work from home' and takes it quite literally.""","your boss insists on working from home...on the sidewalk.""","your boss says 'work from home' and you take it literally.""","'office' worker who took remote working to a whole new level.""","your job comes with you like a well-behaved pet.""","'working from home' becomes literal.""","'working from home' becomes 'working on the street'""","your commute becomes your office.""","your remote control becomes a real-life 'Boss Mode' button.""","your boss decides 'work from home' means work from anywhere."""
