contest_number,info,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
848,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a backyard garden 
 description: Two people are gardening in their backyard. They are looking up at the sky where two people are flying. 
 uncanny description: People cannot fly unaided in the sky. 
 entities: Gardeners, Flyers <> 
 funny caption: [\INST]",Why did the gardeners call the skydivers? They needed help planting their peas!,Looks like these gardeners need a little extra green thumb in order to take flight.,"""Looks like these gardeners have sprouted wings.""",Looks like these gardeners have finally found the perfect way to grow their plants - by reaching out to nature's own air traffic control tower.,"Planting dreams, hoping they take flight.",Looks like they're trying to grow their own wings.,Why did the gardeners refuse to give up on their garden? Because they had high expectations for it to take flight!,Looks like these gardeners have found a way to grow wings.,"Why did the gardeners join the Fly Club? Because they wanted to grow wings.""",Why do gardeners make terrible air traffic controllers? Because they're always telling planes to 'take off your weeds!'
849,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a clothing store 
 description: A centaur is trying on a suit in front of a mirror in a clothing store. A salesperson is standing nearby, holding a jacket and observing the centaur. 
 uncanny description: Centaurs do not exist and cannot try on suits in a clothing store. 
 entities: Centaur, Salesperson <> 
 funny caption: [\INST]",Well it looks like this suit fits him just fine...except for the fact that he's still missing half his body.,"Centaurs have been known to wear pants since ancient times, but never before has one attempted to accessorize.",What's next? 'I need this shirt to match my antlers',"""Centaurs may not have arms, but they sure know how to accessorize!""","""Try before you buy... unless you're a centaur.""",This suit fits like a dream... or maybe it's just a mirage.,"Well, it's clear this centaur is quite a fashionista!",Why did the centaur refuse to buy the pants? Because it didn't want to look like it was riding around in its underwear.,Why did the centaur go to the clothing store? To become more hoof-able!,"""The Centaur's new look: Suit-able!"" This caption plays off the double meaning of the word 'suit', which could refer to both the garment being worn by the centaur and their ability to fit into human society. By saying ""Suit-able"", it suggests that the centaur is finally able to blend in with humans and feel comfortable in their own skin."
850,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an apartment complex 
 description: A person is looking out of their window at a neighboring building. In the neighboring building, the Grim Reaper is sitting by a window playing an electric guitar. 
 uncanny description: The Grim Reaper is not a real entity and would not be playing an electric guitar in an apartment. 
 entities: Grim_Reaper, Neighbor <> 
 funny caption: [\INST]",Looks like my neighbor just got served some Death Metal.,"""It's clear who the real musician is in this apartment complex."" (Explanation: This caption plays on the stereotype that musicians tend to be eccentric and often play strange instruments. By associating the Grim Reaper with music, it suggests that he is the most interesting character in the neighborhood.)",Looks like someone's trying to scare away all the tenants with their wailing guitar.,It's hard being the Grim Reaper when your neighbors are always rockin' out.,"It's always strange when the Grim Reaper starts jamming on his electric guitar, but it's even stranger when he does it from across the hall.",It's just me and my reaper jamming to some heavy metal tunes.,Looks like my neighbor's trying to summon death with his air guitar.,It's not just another day in the neighborhood when Death tunes in.,I guess my new neighbor isn't really into quiet hours.,It looks like someone's trying to rock death with a six-stringed skull.
851,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a laboratory maze 
 description: A scientist in a lab coat is standing in a maze, facing a giant mouse. The mouse is much larger than the scientist, who looks surprised. 
 uncanny description: Mice are not supposed to be larger than humans. 
 entities: Scientist, Mouse <> 
 funny caption: [\INST]",The only thing scarier than being lost in a maze is losing your sanity when confronted by a giant mouse.,I guess it's true what they say - science isn't always cute.,What did the mouse say when asked why it was so big? 'I'm just trying to make a big impression.',It turns out that the only thing smaller than this scientist's ego was his laboratory.,Looks like this scientist has finally discovered the secret ingredient to making cheese - bigger mice.,"It's not uncommon to see a mouse in a lab, but it's rare to see one this big!",Scientist: Why did the mouse become a genius? Because it was smarter than the maze!,"When you thought your experiment was going south, but then it turned out to be a dead end.",Looks like someone's been doing a lot of experimentation on his own size.,Looks like the only thing bigger than this scientist's ego is his lab rat.
852,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a pond 
 description: Two frogs are sitting on floating objects in a pond. One frog is on a lily pad, while the other frog is on a slice of pizza. 
 uncanny description: Frogs don't sit on pizza slices in ponds. 
 entities: Frogs, Lily_pad, Pizza <> 
 funny caption: [\INST]",Why did the frog on the pizza go to therapy? Because he was feeling 'frogged out!',Looks like these two frogs have found their own way to spice up their pond routine.,Why did the frog go to the pizzeria? To croak out a crustacean calzone!,"Frogs have taste, even in the wild.","""It's a wonder they haven't sprouted legs yet.""",Why was the pizza so popular among the frog community? Because it had great hopping cheese!,Why did the frog go to the pizzeria? Because he heard there were 'lily-pads' on offer!,"I guess it's true what they say - 'You can catch more flies with honey than with vinegar,' but when it comes to catching bugs on pizza, I think it's all about the pepperoni.",Why did the frog order a pizza? To add some spice to his pond life!,Why did the pizza frog refuse to share his slice? Because he was a hopping-saur!
853,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: the ocean 
 description: Three men are on a raft made of various food items, including bread and vegetables. They are preparing to hunt a giant piece of cheese floating in the water. 
 uncanny description: It is unusual to see a giant piece of cheese floating in the ocean and people hunting it with harpoons. 
 entities: Cheese, Raft, Harpoons <> 
 funny caption: [\INST]","They're chasing after a piece of Swiss cheese... because when life gives you lemons, you make a raft out of them!",Cheese-safari in the deep sea!,Cheesy adventure on a raft made of bread and veggies. They're ready to set sail and catch the big one!,"""These guys must have really been feeling cheesy!"" ",Looks like they found their new favorite dairy product!,"The guys at my office have been acting pretty cheesy lately, but this takes it to a whole new level!",Why don't they use peanut butter instead of harpoons? Because it would stick better!,"When you're low on snacks, anything becomes a game.",Why did the three hunters go to sea? Because they heard there was a big cheesy prize waiting for them!,Why did the cheese go to sea? To become a cheeseball!
854,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a swimming pool 
 description: A man in a suit is sitting in a swimming pool with a laptop on the edge, working while swimmers are swimming around him. One swimmer is talking to him. 
 uncanny description: It is unusual for someone to be working on a laptop while sitting in a swimming pool. 
 entities: Businessman, Swimmers, Laptop <> 
 funny caption: [\INST]",It's a great way to multitask - attend a business meeting and catch laps at the same time!,This businessman is doing his waterproof accounting.,When you have a deadline to meet and the pool boy is unavailable.,"""It turns out that waterproof headphones don't make you more productive at work.""","The waterproof keyboard wasn't enough, this businessman decided to work from his own personal oasis.",This businessman clearly knows how to multitask - even when it comes to staying afloat.,When you said 'work from home' I didn't expect it would involve floating.,It's amazing how waterproof laptops have revolutionized productivity. No longer do we need to choose between getting wet and staying organized.,What's a businessman doing in a swimming pool? Trying to keep up with the current events.,"When you absolutely have to make a presentation at the next board meeting, but your boss insists on doing it underwater."
855,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a house 
 description: A man and a woman are sitting in separate rooms, each reading a book. There is a dashed line on the floor connecting the two rooms. 
 uncanny description: The dashed line on the floor is unusual and doesn't serve a clear purpose. 
 entities: Man, Woman, Dashed_line <> 
 funny caption: [\INST]",The only thing they agree on is the weirdness of their living situation.,"""Their love was like a two-way street...or rather a one-way road with a lot of U-turns."" ",It's amazing how much progress we've made since we started communicating through text messages.,What do you call it when two people who haven't spoken in years suddenly start talking through a wall? A 'dashed connection'.,"Looks like they need to work on their communication skills, or at least their room dividers.",It's like they're connected by an invisible phone line - only it's just a dashed line.,It turns out that the most important thing in long distance relationships is a reliable phone line.,It's clear they have different tastes when it comes to interior design.,It looks like they're trying to avoid eye contact.,They say love knows no bounds... But apparently it does when it comes to dashes.
856,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a countryside road 
 description: Two ears of corn with legs are standing on a road. They are popping popcorn as they walk. 
 uncanny description: Corn does not have legs and does not pop into popcorn while standing. 
 entities: Corn, Popcorn <> 
 funny caption: [\INST]","""Why did the corn take a stroll down the road? To pop its kernels and enjoy the scenery.""","""When life gives you corn on the cob, you make popcorn legs.""","Corn on the cob, off the road! These two kernels are taking their sweet time getting to the movie theater.","When life gives you corn on the cob, make popcorn on the road!",I guess these two kernels knew how to 'pop' their way out of boredom.,Why did the corn go on a road trip? To see the popcorn kernels.,"Popcorn kernels go on a road trip through the countryside, but forget their walking shoes.",Popping kernels and walking tall - these two ears of corn show off their 'legs'!,Why did the corn go to the movies? To see its kernels pop!,Why did the corn go out onto the road? To pop its kernels off!
857,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an airplane cabin 
 description: A woman is sitting on an airplane, looking surprised at the giant ant sitting next to her, which is reading a book. 
 uncanny description: It is highly unusual and impossible for a giant ant to be a passenger on an airplane. 
 entities: Woman, Ant, Book <> 
 funny caption: [\INST]","""Looks like the ant was upgraded to first class."" ","""I guess this flight is going downhill - literally."" ","I guess it's true what they say, 'Anything can happen when you're in flight.' Even flying alongside a giant ant who's trying to read.","Woman: 'I knew this flight was going nowhere.' Ant: 'Don't worry, it's just taking us to Bugville.'",I guess flying isn't so scary after all... unless you have a giant ant as your seatmate.,Looks like the only thing this ant is interested in is getting away from its six legs.,Why did the ant decide to take a vacation? To explore new heights... and read books!,Looks like someone got carried away by the ant-ics.,Looks like the ant's flight plan was 'Ant-icipate delays.',"""Why did the ant take the book? To improve its flight altitude!"""
858,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an alleyway 
 description: A man in a trench coat and hat is standing in an alley, showing another person a selection of kittens hidden inside his coat. The person looks surprised or intrigued. 
 uncanny description: It's unusual for someone to open their coat to reveal kittens for sale in an alley. 
 entities: Kittens, Trench_coat <> 
 funny caption: [\INST]","If this cat's purr was any louder, it would be a growl.",Looking for a purr-fect addition to your household? Look no further than this alleyway full of furry surprises!,The man in the trench coat was just trying to purr-fect his sales pitch.,When you find out your neighbor is secretly running a kitten brood operation out of their trench coat.,Kitty Coats,What do you call a trench coat full of purrfect surprises? A cat-a-trencho!,"When the alley cat comes out, it's all purrfectly legal.","In this dark and mysterious alley, it seems like anything could happen. And apparently, it did.",When you find out your neighbor secretly sells cats from under her trench coat.,"In this alley, furry business is booming, but don't expect any meowing or purring - these cats are all bark."
859,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a laboratory or classroom 
 description: A scientist is standing in front of a large blackboard filled with complex mathematical equations and diagrams. Another person, also in a lab coat, is entering the room holding a cup of coffee. 
 uncanny description: The blackboard is excessively filled with equations, making it seem overwhelming and chaotic. 
 entities: Scientist, Blackboard, Equations <> 
 funny caption: [\INST]",Looks like someone spilled their coffee on the blackboard.,"Scientist: 'Hey there, my dear equations. How's your day going?' Coffee: 'I'm just fine, thank you very much. But I must say, this blackboard is giving me anxiety.'",Coffee break from the chaos - but don't expect any less caffeine!,The scientist's coffee break was over before it even started.,"I told my friend she drew her coffee cup too big on the whiteboard, he said 'No problem, just erase the rest of the equations.'",The only thing more complicated than this equation is my feelings towards Mondays.,The only thing more complicated than those equations is my love life.,"Well, this proves my point about chaos theory.","""The only thing more complicated than the equations on this board is the scientist's love life.""",Scientist: 'I'm just going over my equations again.' Coffee Person: 'You mean you're trying to find your way out of here?'
860,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a beach 
 description: A pigeon and a rat are lounging on beach chairs under an umbrella at the beach. Seagulls are flying around and one is perched on a trash can. 
 uncanny description: Animals like pigeons and rats don't typically relax on beach chairs like humans. 
 entities: Pigeon, Rat, Seagulls <> 
 funny caption: [\INST]","Beach Bums"" - Why did the pigeon and rat decide to go to the beach together? To become seagulls!","It turns out that birds aren't just good at finding food, they're also great at finding sunscreen.",Why did the seagull fly over the trash can? To make it look like he was going for a swim!,What do you call two birds who refuse to fly? Grounded seagulls.,"Pigeon and Rat: Living their best lives, while keeping a watchful eye on seagulls who steal their snacks.",Why did the pigeon and rat go to the beach? To take a break from their daily grind of rat races and pigeon holes!,"When life gives you lemons (or seagulls), make lemonade...or bird feed!",Pigeons and Rats: The Original Beach Bums,Why did the pigeon and rat go to the beach? To enjoy some seagulls.,It turns out animals have their own version of the high life.
861,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a western town 
 description: Two cowboys are playing croquet in a western town. They are using mallets to hit the balls while a few other cowboys and a horse watch from the sidelines. 
 uncanny description: It is unusual to see cowboys playing croquet in a western setting. 
 entities: Cowboys, Croquet, Western_town <> 
 funny caption: [\INST]",Cowboy Croquet: Where the balls are lassoed instead of shot!,It's amazing how much more dangerous this game of croquet seems when played with actual mallets.,Why did the cowboy switch from lassoing to malleting? He wanted to become a pro at 'crocketball'!,"In this wild west game of 'Croquet-a-Palooza', it seems these two cowboys have taken their love of horseshoes to a whole new level.",It's amazing how these two cowboys managed to keep their hats on during croquet.,Two cowboys duel over who gets the last ball.,Two cowboys and their trusty horse take a break from rustling cattle to enjoy a game of croquet in the middle of a dusty western town.,Why did the cowboy refuse to play croquet? He was afraid he'd hog the limelight!,It's strange to see these guys using mallets instead of guns.,Cowboy Croquet: Where the only thing more absurd than the game is the attire!
862,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a movie theater 
 description: A large audience is sitting in a theater, all wearing 3D glasses. One person in the middle stands out because they are not wearing 3D glasses. 
 uncanny description: Everyone in the theater is wearing 3D glasses except for one person, which is unusual. 
 entities: Audience, 3D_glasses <> 
 funny caption: [\INST]",It's like watching a flat movie with a popcorn kernel.,Why did the lone spectator refuse to wear 3D glasses? They didn't want to see things in 3 dimensions!,The only thing missing from this picture was popcorn... and a lone spectator's sense of humor.,I guess this guy didn't hear about the 4D theater experience.,Why did the person without 3D glasses stand up? They wanted to see things in 2D!,"It's like watching a movie in 2D, only this guy is in 4D.",I guess this guy was just 'flat' out unimpressed by the movie.,"It seems like everyone's watching the movie in stereo, except for this guy who's watching it flat.","Well, it looks like someone's seeing double... in 2D!",The lone spectator in this 3D theater was the only one who saw it coming.
863,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an office room 
 description: A woman is sitting at her desk in an office, talking to a stick figure sitting in a chair across from her. 
 uncanny description: A stick figure is having a conversation with a real person in an office. 
 entities: Stick_figure, Office_worker <> 
 funny caption: [\INST]",Stick Figure's boss must have been feeling very sticky.,I wish my boss was as transparent as this stick figure.,What did the stick figure say? 'I'm just here for the paperclips!',"Stick Figure: 'I heard you were made of paper and glue. But I'm pretty sure you're just full of hot air.' Office Worker: 'Well, I don't know how else to explain my lack of substance.'","Stick Figure: So, what's your favorite color? Office Worker: Blue. But only if it's not part of the company's branding.",It's amazing how much more productive stick figures are than real people!,"Stick Figure: 'So, what do you think about my new boss?'; Office Worker: 'I heard he's really good at eating sandwiches.'","Stick Figure: 'I heard you have a knack for getting things done.' Office Worker: 'Oh really? Well, I do enjoy using my stapler.'",Why did the stick figure cross the road? To get to the other side of the paper.,It's amazing how much more productive I am when I talk to myself.
864,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a conference stage 
 description: Two antelopes are standing on a stage, one of them holding a piece of paper and looking nervous. They are addressing an audience of lions who are seated and looking at them. 
 uncanny description: It is unusual for antelopes to be giving a speech to a group of lions. 
 entities: Antelopes, Lions <> 
 funny caption: [\INST]",They were just two antelopes trying to make it big in the circus.,They're hoping their presentation will make these lions roar with approval!,I never knew antelopes were so eloquent until now! Maybe they should start their own talk show.,Antelope speakers? More like 'antelopers'!,Looks like these antelopes just realized they're talking to the wrong audience.,Why don't they just stick to being prey?,Looks like someone's feeling a little hoarse.,It's amazing how much these antelopes know - especially when they're trying to impress a room full of lions.,I hope our presentation on 'The Importance of Pride' doesn't make us look like prey!,"Two antelopes stand before a sea of lions, trying to avoid eye contact while delivering their presentation on 'How to Make Friends with Predators.'"
865,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: outdoors at night 
 description: Two dogs are sitting on the ground, looking up at a star-filled night sky. 
 uncanny description: The dogs appear to be contemplating the vastness of the universe. 
 entities: Dogs, Stars <> 
 funny caption: [\INST]",It's amazing how small we are when surrounded by such big stars.,I guess we're just barking up the wrong tree.,"Wow, look at all those stars! It makes me feel like a small dog in a big cosmos.",Why did one dog break up with the other? Because he was just a 'bitch'!,Two dogs stargazing and pondering whether they're just barking up the wrong tree.,"These dogs must have been on a space mission, because they're looking like they just landed on Mars.",Stargazing Hounds: These two pups just can't get enough of those cosmic views.,Starry nights make these pups ponder their purpose in life.,These two pups have really hit the cosmic jackpot.,"Looking up at the stars, these two dogs realize they're just small specks in the grand scheme of things. But hey, at least their tails are always pointing up!"
866,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a bar 
 description: The Earth, personified with arms and a face, is sitting at a bar with a drink in front of it. A man is standing next to the Earth, looking at it. 
 uncanny description: The Earth is personified and sitting at a bar, which is not possible in reality. 
 entities: Earth, Man <> 
 funny caption: [\INST]","The planet's gone green, but the bartender won't let her have a shot.",Earth's day off just got a lot more interesting. Thanks to this bartender who knows how to make the planet feel alive.,The Earth had a few drinks and decided to take a break from its daily routine of spinning on its axis.,Earth sips her cosmic margarita while pondering the meaning of existence.,Earth's new favorite hangout spot: where she can order a drink and complain about the weather.,"I guess when you're the planet, every day feels like happy hour.",Earth's toast: 'Here's to the only planet with enough resources to keep me drunk!',Looks like Mother Nature finally decided she was ready to hit the town!,"""The Earth may be round, but it sure knows how to mix a cocktail!""","""It's amazing how much more enjoyable a day can be when you add alcohol."" -The Earth"
867,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a forest or park 
 description: Two trees are standing next to each other. One tree has a face and is looking at the other tree, which also has a face and is wearing a tie. 
 uncanny description: Trees don't have faces or wear ties. 
 entities: Trees, Facial_expressions, Tie <> 
 funny caption: [\INST]","""I guess they were trying to impress their bark."" ","The trees were having a business meeting, discussing the latest developments in arboriculture.",I guess they were just trying to blend in with the corporate forest.,"Their branches may be entwined, but their fashion sense couldn't be more different.","Their branches were intertwined, but their sense of style was anything but.","It seems like these two trees are having a business meeting, discussing the latest trends in arboriculture.",Why did the tree go to the barber? To get its foliage trimmed!,It's always better when nature dresses to impress.,Why did one tree go to the barber shop? Because it wanted to be tied down!,Why did the tree with a tie go to the party? To impress the other trees.
