contest_number,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
652,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a deserted island 
description: Two people are sitting on a small deserted island with a palm tree. They are looking at a floating island made of desserts, including cupcakes, cake, and candy canes. 
uncanny description: A floating island made of desserts is not something you would see in real life. 
entities: Stranded_people, Dessert_island 
funny caption:",Strandeds! At least we have our sweets.,Weo Island,Stranded? We could have used our hands to create this island ourselves.,It's a sugaronia!,It's a sweetonian paradise!,Stranded! Now we're talking about a sweet adventure.,It's like living in Willy Wonka'stique Paradise,"Well, it's clear we're not stranded on a normal island.",Stranded! Now we're talking about an island adventure.,"Ifo's Island looked like this, it would have been called 'Sugarloaf.'"
655,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a conference stage 
description: A person is standing at a podium giving a speech. Next to them is a massive globe of the Earth, with North and South America prominently displayed. 
uncanny description: The globe is unrealistically large compared to the person and the podium. 
entities: Speaker, Globe 
funny caption:",It's amazing how far we've come since we first started using maps. And it all started with oneed.,"""Well, it's clear to see why they call this world 'a big ball of mud.'",This guy's trying toostate his point.,You know what they say - you're only as big as yours.,"Well, it's clear we're all on the same page... except for the size of this globe.",Looks like the world could use a shrink ray. Or maybe just a smaller ego.,Looks like this guy's trying tostein his audience.,"It's amazing how big this world is. And yet here we are, still stuck on it.",It's amazing how small we all seem when standing next to such a big world.,"Justo on earth, I feel like I'm speaking from the center of the world!"
662,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a wedding venue 
description: A wedding ceremony is taking place with the bride and groom dressed as Vikings. The bridesmaids and groomsmen are dressed in traditional wedding attire, and the officiant is reading from a book. 
uncanny description: It is unusual for a bride and groom to dress as Vikings at a wedding ceremony. 
entities: Bride, Groom, Officiant, Bridesmaids, Groomsmen 
funny caption:",Looks like we're having a Viking weddingicane!,This wedding was going swimmingly until the priest started quoting Norse mythology instead of scripture.,It's not every day you see a Viking wedding. But it's aicentennial celebration!,The only thing missing from this Viking wedding was a dragon.,It's hard to believe these two lovebirds were once fierce warriors.,Looks like this wedding wasicent!,"Wells Fargo, looks like we've got ourselves a Viking wedding!","Wells, it seems we have a Viking theme going on here today. But let's hope thea doesn't try to steal any of the rings.",Wells Fargo did say we could have our ownsies!,I guess this was their Viking vow renewal!
664,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a courtroom 
description: A judge is leaning over his bench, speaking to a lawyer who is standing in front of him. The lawyer is dressed in modern attire, while the person in the witness stand is dressed in an old-fashioned tuxedo with a top hat and holding a cane. 
uncanny description: It is unusual for someone to be dressed in such old-fashioned attire in a modern courtroom. 
entities: Judge, Lawyer, Witness 
funny caption:","The witnesss to testify today - from left, your honor, we have the distinguished gentleman in the classic black suit and bowler hat, representing the future of fashion. And on the right, we have the throwback to the days when one could only afford two suits.",It's like stepping back in time at trial.,It seemss from thes.,It's like a time travel experiment gone wrong. The witness must have accidentally stumbled upon this century.,It seemss like the prosecution is trying top the defense.,The witness clearly had something to hide - but was it worth dressing like this?,It's like we stepped into a time machine and forgot how was supposed to work.,It's like time travel went wrong. The witnessed something from the past.,"It's like something out of 'Peaky Blinders' meets 'The Godfather', only without any actual mobsters.",The jury is still out on whether the witness is time traveling from the past.
666,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: therapist's office 
description: A man is lying on a red couch shaped like lips, talking to a therapist who is sitting in a chair and taking notes. 
uncanny description: The couch is unusually shaped like a pair of lips, which is not typical for a therapist's office. 
entities: Patient, Therapist, Lip-shaped_couch 
funny caption:",It turns out that my patient was just going through a 'phase'.,The lip-shaped couch was such a big talker that it had its own therapist.,It was a lip-reading session.,It was love at first sight...but my feelings were pretty one sided.,When you realize your therapist has been trying to make you feel better by talking out of her bottom.,"The patient had been struggling with his self-esteem, but after seeing this lip-shaped couch he finally felt confident in himself","So, what did the lip-shaped couch say during our session?",The lip-shaped couch is giving new meaning to 'talking therapy'!,This therapist is really good at getting inside your head... literally.,It was hard to hear him through all the noise coming from his mouth.
669,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a nursery 
description: A baby is standing in a crib with a microphone in front of it. The parents are standing at the door, looking at the baby with pride. 
uncanny description: Babies don't usually have microphones in their cribs. 
entities: Baby, Parents, Microphone 
funny caption:",Look who's got a singingacular!,It looks like this baby is already starting its career as a talk show host.,"Well, he's got his own soundtrack.","Looking into the future, we see that our child has already started her career as a pop star.",Look who's trying to become the next big pop star!,Looks like this baby is ready for its closeup.,It looks like this baby is ready for its close-up.,Looks like this baby is ready for its close-up.,The Baby Star is born!,It's aak! A baby with an EQ!
671,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: prehistoric landscape 
description: Two woolly mammoths are standing next to each other. One mammoth has several cavemen on its back, who appear to be attacking it with spears. 
uncanny description: Cavemen did not typically ride or attack mammoths in this manner. 
entities: Woolly_mammoths, Cavemen 
funny caption:","When you're out hunting for dinner, and your friends tag along.",When you let your cavemen do all the work for you.,It's always best to avoid getting on the wrong side of a woolly mammoth.,It's a wild and crazy world out there when prehistoric creatures start acting like modern day celebrities.,When you're trying tostein your cousin at Thanksgiving dinner.,"Mammoths and cavemen, two peas in a pod... or rather, one caveman in a pod on top of a mammoth.",It's like theyed out on Instagram.,Looks like someone decidedus was a Tyrannosaurus!,It's like being chased by a bunch of angry tourists.,It's a classic case of mistaken identity.
672,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a doctor's office 
description: A man is sitting in a doctor's office. The doctor, who has the head of a rat, is handing the man a prescription. 
uncanny description: The doctor has the head of a rat, which is not possible in real life. 
entities: Doctor, Patient, Rat_head 
funny caption:","The doctor told me I had a 'rat-infection', so he gave me this antibiotic.","It's no wonder he's always feeling down, his doctor has a rodent problem.","It's always a good idea to get a second opinion, especially when your doctor has a rodent head.",I never thought I would need to see a rodent doctor.,"The doctor told me I had 'rat-itis', so he gave me this prescription.","The rat doctor prescribed me a dose of 'rat-vaccine', but it turned out to just be a placebo.",The doctor told me it was all in my head... and I believe him now.,"The doctor told me I had a 'rat-itis', but it turned out to just be a misdiagnosis.","It's great to see my patients, even if they have rodent-like heads.",Well it looks like my appointment just got a lot more interesting
676,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: outside a cave 
description: A caveman is grilling an enormous piece of meat on a small barbecue grill outside a cave. A cavewoman and three children are watching him from the entrance of the cave. 
uncanny description: The size of the meat is disproportionately large compared to the grill and the caveman. 
entities: Caveman, Grill, Meat 
funny caption:","When your wife asks why you brought home such a big piece of meat, you just tell her it's for the grill.",When you're trying to cook dinner in a cave and all you have is a tiny grill.,When your boss tells you to grill the biggest steak ever for the company picnic.,When your boss asks why you're taking so long toonize that report,The cavemansible is cooking up a storm on his tiny grill!,The cavemansperiment: Will it cook?,When you're trying to cook dinner for your family but all you have is a tiny grill.,It's amazing how much this caveman fits into his tiny kitchen.,"When your significant other asks why you're grilling such a big steak, you simply reply 'Because I have no sense ofs.",It's like trying to cook a whole cow with a toothpick.
677,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a kitchen 
description: A man is sleepwalking towards a refrigerator in a kitchen. A cat is sitting on the counter, and its eyes are shining bright beams of light. 
uncanny description: Cats' eyes do not emit beams of light like flashlights. 
entities: Sleepwalker, Cat 
funny caption:","The cat had an eye for adventure, but it didn't expect to encounter a sleepwalking chef.",It was a dark and stormy night when the sleepwalker stumbled upon the mysterious cat.,"The sleepwalker was trying to find some milk, but he got lost in the cat's glowing gaze.",Looks like this cat knows how to make a sandwich... in the middle of the night.,The only thing more shocking than this man's lack of self-awareness is his cat's ability to turn invisible.,The sleepwalker was caught red-handed... by a feline flashlight.,The only thing keeping this kitchen from being completely dark is the cat's inner glow.,The cat was the only one who knew where he was going.,"What did the sleepwalker say upon finding his feline friend? 'Oh, it's just a cat...I wonder where my keys are.'",Why did the cat become an electrician? He wanted to wire his furry circuits!
682,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a tree-lined street 
description: Two autumn leaves with faces are hanging from a tree branch, looking down at the ground covered with fallen leaves. One leaf looks surprised while the other looks sad. 
uncanny description: Leaves don't have faces or emotions. 
entities: Leaves, Tree, Street 
funny caption:","Looks like these guys are bidding farewell to summer. But let's face it, they haven't been the most enjoyable company all year.",It was just another day on the street until those two leaves started talking and suddenly I realized we were all living in a world where trees could feel.,It was a toughic season.,It's amazing how much expression two simple autumn leaves can convey.,"Well, it's official. Autumn has finally decided to leave.","Well, it's clear that fall is here - and these leaves are feeling the weight of the season.",The fall foliage had nothing on these guys.,"Autumn leaves are known for their vibrant colors, but these ones must have been feeling a bit too green.","The two leaves were shocked by the sudden drop in temperature, but they couldn't help feeling a touch of sadness for their fellow leaves.",Autumn leaves face their ownsauce.
684,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a meeting room 
description: A man in a suit is standing at the head of a table in a meeting room. Seated around the table are various monsters and aliens, each with unique and bizarre features. 
uncanny description: It is unusual to see a human conducting a meeting with monsters and aliens. 
entities: Human, Monsters, Aliens 
funny caption:",I guess they call it an intergalactic boardroom.,When your boss asks you to lead a meeting with extraterrestrial beings.,The monsters and aliens must have been thrilled to finallyheard their boss's voice.,It's a monster management meeting. The boss is trying to figure out how to improve employee morale.,"Well, it was definitely an interestingileptic reunion.","The alien from planet Zorg was disappointed that his proposal for intergalactic peaces was met with such resistance. 'Why can't we all just get along like humans?' he asked, gesturing towards his gloved hand.",The aliensomics boardroom was quite an interesting place to hold your next stock market meeting.,It seemska meeting went off without a hitch!,"Well, it's been a beast of a meeting.","Well, it's been an interestingileptic meeting."
690,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: an elevator lobby 
description: An astronaut is standing inside an elevator, and a doorman is looking at him with surprise as the elevator doors open. 
uncanny description: It is unusual to see an astronaut in full gear inside an elevator. 
entities: Astronaut, Doorman 
funny caption:",It's rare to encounter extraterrestrial elegance in this earthly abode.,Looks like he's trying to launch the building!,The only thing out of this world was the doorman's reaction.,When your boss tells you to dress down for the office.,It's no wonder he's out of this world - he was just waiting for his next space ride!,I guess he wanted to take things to another level.,What's this? A space elevator?,What's going on? Did he take a wrong turn from the Mars Rover?,"When your boss asks you to work on a space project, you don't expect them to take it literally.",The only thing missing from this picture is the sound of 'ding ding'.
694,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: outside a house in winter 
description: A person is shoveling snow while another person stands behind them playing a guitar. They are both dressed warmly for winter. 
uncanny description: It is unusual for someone to play a guitar while another person shovels snow. 
entities: Snow_shoveler, Guitarist 
funny caption:","When you gotta shovel, gotta shovel.","It's a cold night, but at least we have music to keep us going.",Snowy Tunes: When your neighbors can't decide whether to have a dance party or clean their driveway.,It looks like this guy is trying toonize the situation.,"It's like a rock concert in your front yard, only instead of headphones there are snowflakes.",Snowed in? More like 'jammin'!,It's no wonder the music was terrible - he couldn't hear anything over the sound of his own labor.,The only thing missing from this picture is the soundtrack.,Snow-tunes,It seems like they're trying to create an all-season band.
699,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a therapist's office 
description: A therapist is sitting in a chair taking notes while three patients lie on stacked couches, one on top of the other. 
uncanny description: It is unusual and impractical to have three patients lying on stacked couches during a therapy session. 
entities: Therapist, Patients, Stacked_couches 
funny caption:",When your patients are more comfortable than you are.,It was ale therapy session... literally.,"You know they say 'less is more', but in this case, 'more is definitely more'. Or maybe it was just an accident.",Therapy sessionosaurus style,"""I told my therapist I felt like a stacked couch, but he just said 'you're feeling overwhelmed'.",It's like therapy on steroids. I feel like I'm performing surgery.,Stacked Couches - Where therapy goes wrong.,Welcome to mylebeday session!,"""Why did the therapista decide to use stacks of couches? Because they wanted to couch it!",Stacked Couches Therapy: Where the layers of your problems are literally piled high.
710,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: an outdoor setting 
description: Two people are observing a bird's nest with binoculars. In the nest, there is a bird wearing a hat and playing a guitar with a microphone in front of it. 
uncanny description: Birds don't wear hats or play guitars. 
entities: Birdwatchers, Musical_bird 
funny caption:",These birds have quite the talent - they're the new generation of feathered rock stars!,Looks like this bird is rockin' out at its own concert.,It looks like this bird is auditioning for the next 'American Idol'.,It looks like someone forgot to add 'cuckoo' to their birdwatching checklist.,Why did the bird join a rock band? To become the frontman of the 'Feather Fleet',It seems this bird has taken its love for music to new heights...or should we say 'wings'?,What do you call a rockstar bird? A tweetster.,It looks like they found their own rockstar.,It looks like this bird knows how to strum its feathers.,Looks like this bird has more talent than sense.
713,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: an auto repair shop 
description: A mechanic is talking to a clown while several clowns are packed tightly inside the car's engine compartment. The car is in a garage with another car on a lift in the background. 
uncanny description: Clowns should not be inside the engine compartment of a car. 
entities: Clowns, Mechanic, Car 
funny caption:",Why did the clowns refuse to fix their own car? They didn't want to put themselves under pressure!,It looks like they took as Peanuts!,"""The clowns in my car were giving me trouble, so I took it to the mechanic. He said 'Don't worry, we've seen worse'.",The mechanic told me it was just a 'clown tune',It turns out the clown was just looking for his balloon.,"When your car breaks down and you bring it to the mechanic, but he turns out to be a big fan of clowns.",It turns outers only take things apart when they're feeling down.,It was a real gas (pun intended) when the clowns decided to join the car for a road trip.,"Well, at least they have good air pressure.",The only thing more dangerous than a clown behind the wheel is a clown inside the engine compartment.
724,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a bookstore 
description: People are lined up to meet an author at a book signing event. One of the individuals in line is a large, spiky dinosaur holding a book. 
uncanny description: Dinosaurs are extinct and wouldn't be attending a book signing event. 
entities: Dinosaur, Author, Book_signing 
funny caption:",It's a dino-mite time to meet the author of the 'Jurassic Yarns',"Wow, it's incredible how far we've come since the days of Tyrannosaurus Rex book clubs!",It looks like this author has really tapped into the prehistoric market.,It's a dino-mite author signing event! This guy is a real Triceratops-tic!,Dino fanboy tries to get an autograph from his favorite extinct author.,It's not every day you get to meet a Tyrannosaurus Rex who also happens to be a bestselling author. His books onipanamian history are highly sought after.,The author must have written something so good it even managed to bring back a long dead species!,I guess 'Dino-graphies' are all the rage these days!,What do you say when your favorite dinosaur comes to sign your copy? 'Dino-grazie!',It looks like this author is really getting into hisocentric viewpoint.
731,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a therapy room 
description: A person is sitting in a chair taking notes while another person is digging a hole in the floor with a shovel. The room has a bed and a window with plants on the sill. 
uncanny description: It is unusual for someone to dig a hole in the floor during a therapy session. 
entities: Therapist, Patient, Shovel 
funny caption:",What did the therapist say when the patient started digging? 'You've got your work cut out for you!',It seemss like my patient is excavating their past buried deep within the soil.,The therapists it worked.,"It's important to dig deep during therapy, but not so deep that you hit the underground water source.","When your therapist tells you to dig deep, you never expect them to mean it literally.","When your therapist tells you to 'dig deep,' you never expected it to be so literal.",It turns out this patient had quite a few 'deep' issues to work through.,"When your therapist suggests you dig deep, you take it literally.",The therapisti was veryed by the patient's lack of focus during ouron session.,It seemss like this therapist is going deep into her patient's issues.
744,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a plain background 
description: Two dogs are facing each other, both wearing cone collars. One dog has the cone around its neck, while the other dog has the cone around its midsection. 
uncanny description: It is unusual for a dog to wear a cone collar around its midsection instead of its neck. 
entities: Dogs, Cones 
funny caption:",It's no wonder they were walking backwards. They had their heads turned on.,It's like they switched their cones!,Why did one dog get a belly button ring?,"Well, it looks like these two pups have traded their collars. Now one's a 'neck-tie' dog and the other is a 'belly-bandit'.","It looks like these two dogs have been trying to play telephone, but all they've been getting is static.",Why did the dog refuse to play fetch? He didn't want to risk getting a bone stuck in his nether regions!,It's clear these dogs have different opinions on their own personal style.,What's up with this cone-shaped collision? I hope they didn't have an accident!,"It's clear these two pups have different opinions on who wears the pants...or rather, who wears the cones.","When one cone collar isn't enough, you gotta go all in."
747,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: backyard 
description: Two people are sitting outside on chairs, looking up at a man who is hanging upside down from a fence. 
uncanny description: It is unusual for someone to be hanging upside down from a fence in a backyard. 
entities: People, Fence 
funny caption:",It's like they decided to redefine 'backyard' by adding an extra dimension.,Looks like these two have finally found their own personal hangout spot.,It's not every day you see your neighbor take a dip in the pool... literally,It's like they're trying to keep themselves out of the garden.,It's not every day you see a swing set.,It's not every day you see your neighbor take their 'backyard break' this way.,It's clear that this guy is going above and beyond when it comes to hanging out.,Theyoskeletoned me out,Looks like this guy found the ultimate way to relax and escape the heat.,It looks like this man has found his new way of relaxing.
751,"[INST]I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters.  Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct.  It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon[/INST] 
scene: a city street 
description: People are walking around a city, each enclosed in their own transparent bubble. Even a dog is in its own bubble. 
uncanny description: People and animals don't walk around in individual bubbles. 
entities: People, Bubbles, Dog 
funny caption:",It's like living in a bubble-wrap world.,What do you call it when your cat gets a cold? Pawsome.,The only thing missing is a sign saying 'Please step inside the bubble.',Bubble-poppingians.,It looks like they're all social distancing from each other... or just trying tostein.,Well it looks like we finally figured out how to Frog.,It's like they're living inside an aquarium.,"Bubble trouble? No worries, these guys have their own personal space.",Bubble Trouble: Social distancing!,"It's like living inside a giant Jenga tower, only this time it's called 'The Great Social Bubble Experiment'."
