contest_number,image,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
586,586.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a park or outdoor area 
description: A couple is walking their dog on a sidewalk. Above them, a giant vacuum cleaner is flying in the sky, with its hose extended downward. 
uncanny description: Vacuum cleaners don't fly in the sky. 
entities: Couple, Dog, Vacuum_cleaner 
Generate a funny caption for the image: [/INST]","your pet has a sneaky habit of shedding in mid-air.""","your neighbor's 'quiet weekend' means they're dusting from above.""","your partner promises 'nothing will disturb our peaceful walk,' and they weren't kidding.""","your dog really wants to fetch something from the top of the tree!""","your neighbor's new pet turns out to be more suction than companionship.""","your neighbors have a pet hair emergency, they really know how to sweep the competition!""","your morning walk gets interrupted by a rogue Dyson.""","your neighbor promises to 'vacuum up' all the leaves from your lawn... until you realize they actually meant it literally.""","ring out cobwebs at the park—one dust mop at a time!""","your neighbor promises 'quiet time', but it turns out they just needed some serious dusting."""
598,598.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a mountain cave 
description: A man is standing in front of a guru who is sitting on an exercise ball outside a cave in a mountainous area. The guru appears to be giving advice or wisdom to the man. 
uncanny description: It is unusual for a guru to be sitting on an exercise ball in a remote mountainous area. 
entities: Guru, Exercise_ball 
Generate a funny caption for the image: [/INST]","your spiritual journey takes a literal leap of faith.""","ghtenment comes when you find inner peace...and balance.""","your center...in the wilderness.""","ghtenment comes when your inner peace meets a wobbly yoga ball.""","your spiritual journey involves core strength.""","your spiritual guide insists on getting 'grounded' before enlightenment.""","not easy finding your inner peace when you're bouncing around on a yoga ball.""","ing balance atop enlightenment.""","on a roll: 'Find your balance, literally.'""","ing enlightenment atop a fitness fad."""
607,607.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an art gallery 
description: A man is standing in an art gallery looking at a painting. The painting depicts people who appear to be looking back at him. 
uncanny description: The people in the painting seem to be aware of the man looking at them. 
entities: Art_gallery, Painting 
Generate a funny caption for the image: [/INST]","painting's subjects must have been art enthusiasts even before it was framed.""","the artwork starts giving you the stink eye.""","you're just trying to enjoy your day at the museum and the artwork starts giving you the stink eye.""","you realize that the artwork's been judging your fashion choices this whole time.""","artist must have been really good at capturing my 'I'm just here for the free wifi' expression.""","the artwork finally calls your name.""","you realize your favorite artwork just gave you the middle finger.""","you accidentally make eye contact with a piece of modern art.""","you accidentally walk into a room where your doppelganger is having a party.""","you accidentally make eye contact with your own reflection in the museum."""
609,609.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a subway station 
description: Two people are walking through a subway station. Instead of a train, there is a giant sandwich on the tracks. 
uncanny description: A giant sandwich is waiting at the subway station instead of a train. 
entities: Subway, Train, Food 
Generate a funny caption for the image: [/INST]","your craving for a footlong subs goes unfulfilled.""","a 'Subway' surprise! When even your daily commute comes with a side of bread!""","your commute gets so 'sandwichy' it makes you question your choice of career.""","your cravings turn into a subway-sized spectacle.""","ay's newest ad campaign: 'When you need a bigger bun than your date'""","your order at the deli takes literally hours to arrive.""","your commute gets a little cheesy.""","your cravings lead you to take the 'Sub-Way'!""","your lunch break doesn't go according to plan.""","your daily commute turns into a literal feast!"""
610,610.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a visiting room 
description: A woman is sitting in a visiting room, talking on a phone. On the other side of the glass, a chef is also talking on a phone. 
uncanny description: It is unusual for a chef to be in a visiting room behind glass. 
entities: Woman, Chef 
Generate a funny caption for the image: [/INST]","not every day your culinary hero becomes your neighbor, and it looks like we both decided today was a good day to avoid actual human interaction.""","your restaurant's reputation follows them everywhere!""","your culinary genius wants to break the fourth wall.""","the recipe calls for 'a pinch of prison time'...""","your dinner reservations were at a different restaurant entirely.""","your culinary masterpiece lands you in hot water.""","your favorite celebrity is locked away in the culinary slammer!""","the restaurant's health inspector calls during your dinner reservation.""","your sous chef's kid has the sniffles and you need to give them advice while trying to impress the food critic.""","you're trying to have a private conversation, but even your secret recipes won't keep out the prying eyes."""
611,611.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a city rooftop 
description: A pigeon and a small dragon are standing on the edge of a building rooftop in a city. The dragon is spreading its wings as if preparing to fly. 
uncanny description: Dragons do not exist and cannot be seen on rooftops with pigeons. 
entities: Pigeon, Dragon 
Generate a funny caption for the image: [/INST]","your roommate tells you they're 'going out' for a few hours, but really just wants to play hide and seek.""","your roommate decides they're going full 'Game of Thrones'""","your roommate asks you to share the last pizza slice, but you've already claimed dibs.""","you're trying to catch airtime before your next urban dive.""","you realize your roommate's 'pet dragon' isn't just a pet.""","your roommate comes home from work looking like he's just finished a long day at the office.""","even your imaginary friend thinks you're overdue for a real adventure.""","your roommate brings home an unexpected guest—and it's a dragon!""","your roommate's idea of 'cleaning the kitchen' involves bringing home exotic pets.""","you've got your own rooftop kingdom, but your best friend is just a common pigeon."""
613,613.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an interrogation room 
description: A suspect is being interrogated by two detectives in an interrogation room. One detective is leaning over the table, while the other is holding a balloon animal. 
uncanny description: It is unusual for a detective to hold a balloon animal during an interrogation. 
entities: Suspect, Detectives, Balloon_animal 
Generate a funny caption for the image: [/INST]","you're trying to make 'emotional support' more approachable.""","they say 'please make yourself at home,' they really mean it!"" - The Unsuspecting Balloon Artist Detective","the 'evidence' starts looking more like a party favor.""","you're trying to make your first big bust, but all you have is a party clown.""","you realize your childhood fear was right all along.""","they say 'we'll make this quick,' they weren't kidding!""","the pressure is high, even a cop needs a party favor.""","you're trying to make a serious case, but your partner insists on bringing his party clown.""","you realize your clown act didn't go as planned...""","you realize the 'serious' questions are just a ploy to get your kids' party entertainer information."""
616,616.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an office 
description: A man is sitting at his desk in an office, looking at another man who is holding a small, identical version of himself. The small version is holding a piece of paper and appears to be talking. 
uncanny description: The man is holding a miniature version of himself, which is not possible in reality. 
entities: Office_worker, Miniature_self 
Generate a funny caption for the image: [/INST]","your clone comes to 'work on' your problems.""","your coworker takes 'role modeling' way too literally.""","you accidentally hit 'Reply All' on your email.""","your coworker's 'diligent note-taking' skills rival your own.""","you realize your boss sent you an email from your own account.""","your boss asks for a progress report, but you're just trying to avoid eye contact.""","your boss asks for a progress report on your project... but you're still waiting for 'inspiration.'""","your boss thinks they're your superior, but you know better.""","when you thought your boss couldn't be any more cloned.""","your boss asks you to work on weekends..."""
629,629.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an indoor climbing gym 
description: A woman is rock climbing on an indoor climbing wall. One of the climbing holds is shaped like a human face. 
uncanny description: Climbing holds are not typically shaped like human faces. 
entities: Climber, Climbing_wall 
Generate a funny caption for the image: [/INST]","your bouldering buddy keeps pushing your limits, and your face becomes the new standard for a hold.""","you're at the top, take a moment to appreciate the 'rocking' view.""","ng her way through the 'face' challenges at the indoor climbing gym.""","your workout becomes an unexpected photoshoot.""","ing new heights in the art of facial expressions.""","you realize your partner's belay device is a masked villain.""","your 'rock' life suddenly becomes too real!""","your only friend at the climbing gym turns out to be a slightly creepy hold.""","you're trying to climb your way out of an existential crisis, and every hold feels like it's staring back at you.""","you're not sure whether to hold onto the rock or your sanity."""
636,636.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a construction site high above the city 
description: A group of construction workers are sitting on a steel beam high above the city, eating lunch. Among them is the Grim Reaper, holding a scythe. 
uncanny description: The Grim Reaper is casually sitting and eating lunch with the construction workers. 
entities: Construction_workers, Grim_Reaper 
Generate a funny caption for the image: [/INST]","ay Break at the Skyscraper Construction Site - 'Even Death Takes Its Five'""","k time at the top of the world—and beyond!""","ding their way to the top... literally.""","your job at the top of a skyscraper literally means 'death by height'.""","truction Workers Take Their Breaks to Eat...and Share Stories of 'The Big Hammer'.""","your boss says 'I need you to work through lunch,' and you're like, 'But we're already on the 30th floor!'""","you're so high, even Death takes a break to grab a bite.""","king new heights in the afterlife lunch break.""","your break at work becomes a literal cliffhanger.""","your boss tells you 'work at your own pace,' you take it literally."""
637,637.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a yard 
description: A man is raking leaves in a yard while another man stands behind a rope barrier, watching him. 
uncanny description: It is unusual for someone to be raking leaves while another person stands behind a rope barrier observing them. 
entities: Rake, Observer 
Generate a funny caption for the image: [/INST]","by leaf, the quiet rivalry unfolds.""","your neighbor's leaf removal skills become a spectator sport.""","-peeping spectator: 'I've always been fascinated by the artistry of fallen foliage.'""","your neighbor's leaf-raking skills impress the entire neighborhood.""","your neighbor's leaf-raking skills make you question your own life choices.""","ng Up the Good Times... Leaf-by-Leaf""","your neighbor's leaf-blowing skills become an unintentional performance art piece.""","your neighbor's leaf-blowing skills make you question the value of your own yard.""","you're so engrossed in your fall foliage cleanup that you forget your own backyard is off limits.""","your neighbor's leaf-blowing skills become a spectator sport."""
